id,full_text,label
4511,"RT @marylene58: ""@maggietanquary: shes one of the ugliest women Ive ever seen. Cross between a reptile and a crow."" http://t.co/jsyAoguP4S",1
21706,"@user #rebellion in the #uk? when you #dontbuythesun &amp; all those rags that only spread #tories propaganda, fear, hatred,â¦ ",1
18388,"@IngrahamAngle @Liberty4Life73 I’d love to see legal immigration stopped. Fix our homeless situation, clean up the streets, put everyone back to work then maybe(just maybe) we can talk about letting in some white Christian legal immigrants that will ass",1
2401,"Illegal alien in Utah who was deported raped 7-year-old girl 'thousands of times,' police say https://t.co/DDoxloMIBt#StopTheInvasion",1
722,#ExposeTerroristTrainingCamps #ShutDownTerroristTrainingCamps #ShutDownInvasionOfIllegalAliens #BuildTheWall #EndChainMigration #EndVisaLottery IN OTHER WORDS START PROTECTING AMERICAN CITIZENS!!! @DNC @SenateDems @SenSchumer @TeamPelosi @SenKamalaHarris @MaxineWaters @SenWarren,1
4670,RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.,1
3211,Only retards retweet fuckry,1
18467,"@globeandmail @globepolitics Pakistani goes Sudden Immigrant Jihad Syndrome on streets of Toronto  with illegal firearm. Federal government considers total handgun ban.  This is what we call Canadian Logic My country was my home, now its a hotel, and they",1
21302,@user #msnbc #cnn #amjoy joe biden: 'i want to thank' trump for unmasking america's  ,1
20420,just learned that there're men who find breast feeding repulsive. &amp; some of those are fathers! does that makes any sense whatsoever? ,1
3591,"Heres the epitome of the far left in one post, can we deport them all? #BuildTheWall #DeportThemAll #NoDACA #LiberalismIsAMentalDisorder #RT4Trump #TrumpPence2020",1
3081,you might be a libtard if... #libtard  #sjw #liberal #politics ,1
436,@gabegutierrez @mitchellreports Iligal refugees should go home with kids.,1
3228,Illegal Alien Who Had Already Been Deported In The Past Returns To Florida & Sexual Assaults A Young Girl Then Nearly Beats Her To Death #BuildThatWall,1
23757,@user #auspo;l #hansen #pauline #muslims #senate  chat with maria  ,1
9534,@user #allahsoil reagan convinced ksa to flood the market and drive oil prices to historic lows.  ,1
6821,"emma stone on hollywood : ""they've given my jokes away to male co-stars""  viaâ¦ ",1
16932,"@user if you are one of the 64.2 mil #americans who rejected  , #bigotry &amp; #hatred fly your flag half mast on jan.â¦ ",1
6676,.@user ends 2016 with a hopeful message against  in the music industry  via @user,1
834,@JaiBrooks1 ur brother looks so queer and ugly,1
5425,how the fuck do all these fucking faggot ass randos even find zoe's ask account????,1
4215,"@HillaryClinton You and your followers had your shot to appoint #SCOTUS and lost. #Deplorables have spoken with their vote. #BuildThatWall shut down #PlannedParenthood, end #chainmigration replace #ImmigrationLottery #UnredactedFISAdocuments investigate #",1
1032,@Ole_Boy @m10eezy yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.,1
1710,@mikecheck_123 the favorite drink of white trash everywhere....,1
22383,@user this  motherfucker needs to be in #prisonâ¡ï¸ âcharles paladino's racist comments spark calls for resignationâ  ,1
18754,"@reneejess0205 @ColbyCovMMA The skank that looks like half man and half IT actually has the nerve to make fun of someone else's looks?!?! I can't make your kind of stupid or ugly up. Looks like your surgery was a success, congrats, dude. BTW, why do you f",1
2402,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves,1
4148,"RT @Tyler_Weddle_23: &#8220;@Sexualgif: ""I hate that hoe already"" &#128514;&#128128; http://t.co/JzBcCsn75h&#8221; &#128514;&#128514;&#128514; this shit cracks me up!",1
28441,"#goodonedean!!!  #metoo!!! #lol.  #trumpism is #putinism.  #donaldtrump is a #traitor, #committed #treason.â¦ ",1
18586,"The #snp have no confidence in Scotland. If they did they wouldn't grant the vote to ""#refugees"" &amp; #EconomicMigrant #WelfareJockeys who they want to import en masse to keep them in power. Live the corrupt despots they are.#snpOUT#WednesdayWisdom https://t.co/O16IQr7tMW",1
731,Mexican Fugitive Wanted For Murder Found In South Carolina We need a wall to keep these scum out of our country!#BuildTheWall #NoDACA#NoAmnesty #MAGA#KAG #VoteRed #WalkAway,1
803,@ImpactParasite just fuckin roasted this faggot,1
1964,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel,1
4787,Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in &amp; turn on their spic music. Jesus Christ,1
6883,nick cannon speaks out against the systemic  of @user  via @user #alllivesmatter #unbornlivesmatter,1
2181,"@Maddi89518115 @angelijka8 Still can't be. Even the neonazis behind the ""rapefugee"" website only claim around 450 rapes by immigrants for all of 2016 (800% more than suspected (!) rapes officially recorded). So if we pretend for a moment those numbers are",1
521,@FoxNews @IngrahamAngle @POTUS That’s RIGHT you The MAN #FavoritePresident #BuildTheWall #StopTheInvasion #AmericansFirst One Flag One Country ðŸ‡ºðŸ‡¸,1
843,@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,1
2801,Matteo #Salvini is welcome in the #Netherlands  anti-immigrant stance#closetheborders #illegal #Immigrants https://t.co/aVByfhLTad,1
17491,"this video was censored by youtube  for ""hate speech"" ð enjoy! #maga  #everythingisracist #triggeredâ¦ ",1
2240,"requires all adults entering illegally. to be criminally prosecuted. This change means that if a family is apprehended at the border,  the children cannot stay with their parents while they await trial because kids are only allowed in immigration detention centers not 2/4",1
3527,ENOUGH w/PHONY LIB argumentsvoter IDs don't workWalls don't workIllegals less crimeimmigration system brokeillegal kids are dreamers; OUR kids are notmore gun laws neededblacks can't be racist#POTUS #KAG #MAGA #NEWS #Trump #Walkaway #VoteRed #BuildTheWall #NoDACA #NRA,1
4483,"They are coming.And just because they made it here to America they think they have rights.Deseased, uneducated and soon will be paid to be a loudmouth on the streets!#BuildThatWall #AmericaFirst",1
1782,"@salomanizor I'm a faggot :/

http://t.co/Gr627ldfaa",1
5289,You'll never be girlfriend or wife or none of that 😌 that's MY place bitch know your role and play your position 🤣🤣🤣 the rebound one 😂😭😭😩✌🏾,1
152,yes it's  when you call #michelleobama a gorilla because racists have long thought of black people as no betâ¦ ,1
24444,dumbest most  video ever  #whiteguys #mtv  via @user @user @user,1
16238,@user @user this stupid idea that #trump is a fascist and  and will destroy the #usa has gone too far! #obama is a terrorist,1
9210,@user don't hire @user @user @user @user @user graduates. they're taught  &amp; #genocide.,1
10463,are you #hispanic &amp; feel â¦ the  are stomping on you? listen  #retweet #boricua #miamiâ¦ ,1
1184,"@ixyfang @dbongino RT @realDonaldTrump RINO Ryan & McConnell are NEOCONs, Globalists, Traitors, and Not Conservatives. ""A Better Way"" is a Fraud, Scam, Not Conservative, and/or #MAGA. #USA #Americans #America #PJNET #Constitution #business #AmericaFirst #",1
5969,@asr1018 @M_pritchh @angela_idalia Hey skank you wanna take a huge step back before we have to get everyone on your… https://t.co/U3zSojqdvG,1
27122,um why a girl and not a boy? or maybe just gender neutral teenager.  ,1
5121,"oh you want a name fight ! ❛ you stupid COCK loving slut ! ,you fucking WHORE ! how do you like that huh you little shit ! ❜",1
5524,slow replies make me feel like a retard and I just want to put my foot through a wall... hjhdyhdhlgjdftilh,1
9062,@sana_____0 Fuck this fat pig bastard woman you fucking cunt. Wish I could cut your tits so that you could feel the pain cunt!!,1
3783,Victory for Trump ! But only 6 islamic countries now are stopped for immigration into USA ! There are 34 islamic countries more. To beware the USA from terrorists these also has to get banned. https://t.co/NyhhTbxrnT,1
294,&#8220;@MILF_chronicles: Dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.,1
8291,@user @user @user haha i get it ,1
11578,we need more aicles like this from @user on positive narratives against . @user @user  ,1
29003,@user #prank #dad #home #slapcam #black  #waiting #bastard #offensive #memes #meme by offensivememes69 ,1
3674,"#Immigration #STOPimmigration #Overpopulation #TurnbullGasToGo No Turnbull, after destroying Australians culture, identity and living standards, the people will NOT allow your INSANE immigration policy to continue, STOP IT NOW OR THE PEOPLE WILL STOP YOU ! https://t.co/4uERockCzO",1
20814,"@user a #dystopian tale of , #radicalisation &amp; #revenge  #preorder for #99c/99pâ¦ ",1
4716,like damn bitch if youre hungry shut the fuck up and eat im trying to sleep!!!,1
18882,"Stfu, theres a million people without dads, youre rich bitch, get over it",1
236,"Watch: French Mayor Declares ""Muslim migrants are not welcome here"" - Free Speech Time - https://t.co/B59JBkSyXH @ISupport_Israel",1
3968,"Frontex can help...w-accounting.ðŸ˜¬Migrant shuffling ðŸ”„ terrible precedentðŸ‘‰once migrants know others not being sent back, more will follow &amp; this never ends.Even #Italy seems content if other gullible leaders “share burden”.Does nothing to solve crisis.EU “running in circles” https://t.co/elMw48hrdp",1
3127,Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes,1
1701,It would be HUUUUGE if @POTUS succeeds in killing special UN refugee agency for special people----Palestinians!  We pay for largest portion of UNRWA so that Palestinians remain thorn in side of Israel for decades!https://t.co/vQF4nZfa9b https://t.co/X2zCWob8zm,1
5327,You&#8217;re a little bitch RT @FuckingCashBro: RT @Thotcho: my team got blown out in the Super Bowl,1
21386,how is it that a man comes in last in a race but he is declared a winner? #putinschoice #putinspuppet #retweetâ¦ ,1
3717,Ask any liberal how many illegal aliens they've let stay in their house. The answer probably won't surprise you. #SendThemBack #BuildTheWall https://t.co/nFdd2P5Fc7,1
16523,why are white people #expats when the rest of us are #immigrants? #socialclass #money  #privilege ,1
6091,📷 shypakiwife: brutal -whore -degrader: Use that fucking cunt What she’s good for I always do…. https://t.co/3cbz6Uo0Pu,1
26437,@user you might be a libtard if... #libtard  #sjw #liberal #politics ,1
17709,@user #feminismiscancer #feminismisterrorism #feminismmuktbharat why  #malevote is ignored  @user,1
24124,@user your comments are reflections of ignorance and . @user = #endofcivilization  @user,1
2743,"@WPLGLocal10 No, we should cover their transportation across the southern border & let them go on their way. #BUILDTHEWALL #deportALLaliens #noAnchorBabies #NODACA #NoDreamers #NOcitizenship #NoChainMigration #NoVisaLottery #secureOURborder",1
5192,"What ppl expect, august aslina is a nig from New Orleans",1
25078,"what a  world. if a man took a dive like that, people would say it was fixed. but b/c #rondarousey is a woman this is expected.",1
30075,"in bluntly  language, #cologne #police @user here announces racial profiling at main station. ",1
18818,are you #black &amp; feel like â¦ are stomping on you? listen  #retweet #tampa #miamiâ¦ ,1
7244,pathetic fallacy? infantile ? just in case anyone wondered whether @user had a brain we have prooâ¦ ,1
4536,@SiddonsDan @DLoesch @SenGillibrand knows her audience & how nave & ignorant they are; that they will believe anything regardless how ridiculous. These politicians have NO RESPECT for their constituency.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #Wal,1
1357,@amandabynes i can give you some of my clothes so you can look like a cute dyke,1
693,"carolyn cooper | ugly, poor, ignorant and black!  ",1
1327,@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP that's true idk why your even in this convo you dumb nigger attention whore,1
5116,@Soaked4thatDick Mhmmm pinning you down by your throat and taking hard strikes in and out....your pussy stretched round my cock...,1
1901,@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.,1
17938,a giant version of the #flag of #rebellion #sedition and  flapping in #virginia on i-95n ,1
864,#trumpusa when they call us   #homophobic #misogynist they are really saying they are jealous of us wâ¦ ,1
12677,"no, jissus man, why do pple wait for the festive period to upset others. rightfully, we all should be outrage wheneâ¦ ",1
2925,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary,1
26803,"@user funny @user can't get rid of #7,  , #1stammendment. so many distractions and lousy qb. maybe next year, probabâ¦",1
5140,Idgaf bout not 1 bitch lol yall hoes can die & i promise I won't b at the funeral 😂😂💯,1
4410,@BetoORourke HELL NO ur cut from the same communist cloth as the lying Muslim infiltrator we just got out of OUR WH! @HillaryClinton and @BarackObama r going to be tried 4 treason hopefully executed in front of the whole world for their crimes! #VoteForTe,1
3843,@true_pundit Dems would rather ILLEGAL ALIENS keep swarming in #BuildTheWallNow #NoDACA #NoAmnesty #DeportThemAll #TrumpTrain2020,1
6192,Nutting inside a bitch is rape ???,1
25813,"when someone says 'i'm not a racist, but......'.   ",1
3149,"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks don&#8217;t have the ability to block... http://t.co/hBF2xZa0ke",1
3859,RT @MrHoratioSanz: Vin Scully once called me a camel jockey. #liesaboutvinscully,1
9463,you might be a libtard if... #libtard  #sjw #liberal #politics ,1
3678,"RT @ItsSonGoku: When niggas ask me ""Where the hoes at?"" http://t.co/eg6gxgGzFC",1
1813,Same story different names.---> #BuildTheWall #NoChainMigration #NoDACA #NoAmnesty #TravelBan @jorgeramosnews @TomPerez @WeAreUnidosUS #EnoughIsEnough #WakeUpAmerica #FightTheLeft #MAGA #tcot #CCOT #PJNET #Beheard #BeHeardBeSeen,1
22001,on ya prince charles! - issued veiled warning over #trump and return to 'dark days of 1930s'  #princecharles ,1
4187,excellent idea! dig deep &amp; hang 'em high! #treason #aidingenemies #fraud #coverups #benghazi #extoion17 â¦ ,1
1040,@user @user but look how passionate they are about #ivankatrump on the plane. which was #fake. yet ignore #adamsaleh. #raâ¦,1
9567, boob naked assault ,1
8125,'racism w/out races': classifying humans into races the biggest mistake in history of science.  raceâ¦ ,1
3124,Niggah niggah niggah don't believe me just wacthh...,1
5487,my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.,1
22343,nothing would be more dangerous than to give #putinschoice the impression we accept  #stopracism #boycott?â¦ ,1
4727,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie",1
8946,@Davina_Tgirl that your sissy slut bitch whore mouth needs to be gagging,1
19178,remember women are inferior to men even though they generally test well at everything men doit's their own faults they suck there's nothing pushing them away from things!!!!!!,1
2147,"EU doesnt want to reduce refugees! Now the socialist goverment wants to take off the fence of NATO in the enclave CEUTA. 60.000 refugees want to take over to Spain from Maroc. Spain people hate them, but the goverment take all. https://t.co/5gLyBgHnNI",1
10850,@user #feminismiscancer #feminismisterrorism #feminismmuktbharat why  #malevote is ignored  @user,1
964,Put his ass to death!!#BuildTheWall #BuildThatWall #KAG,1
3751,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,1
2302,"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY",1
3752,"@AcidRayneStorm Brazil is a sh*thole. This is the same place where they beheaded a referee during a soccer game, then proceeded to cut his body to pieces. IN THE STADIUM. This is a normal occurrence in Brazil, yet the Left says if we don't have open borde",1
2738,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe,1
13290,@user does #hollywood present  as a stereotype? #solidarity #onelove ,1
3474,@user we were talking about obama and your  and #bigotry.  stay on topic.,1
4527,RT @mitchmancuso: @BrantPrintup:What straight guys take a picture of themselves naked in a hot tun.What fags @jakesiwy @Ryan_Murphy3 @Randy&#8230;,1
1317,"@_GOLDwhippp faggots, old people, people who can't drive, drunk people",1
2336,Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh,1
2802,"@charliekirk11 @AntiLiberalZone You really listen to yourself, dont u? That's why there are 12.1 illegals here now costing us billions. Seems to me WE HAVE HAD OPEN BORDERS! Close them. #BuildThatWall",1
1580,"Behold the future DACA America - unless we Man The F*ck Up and Deport the illegal aliens.Sooner or later this will be us, having to take to streets crying out for our fellow Americans to MAN THE F*CK UP and save our girls.#NoDACA",1
3005,@jeffgiesea @vdare B is for #BuildTheWall D is for #DeportThemAll T is for #TreasonTrials for those elected officials who did nothing save tolerate/encourage illegal immigration.,1
27537,"#sikh #temple vandalised in in #calgary, #wso condemns  act  ",1
10929,"i say it was just as good as #thekingsspeech, but it won't win an oscar  ",1
22167,in a nutshell.  ,1
804,@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,1
6312,Sis she a hating ass hoe I’ll slap that bitch 😂🤷🏾‍♀️ https://t.co/ttLp26VoqM,1
15436,"@user #sikh #temple vandalised in in #calgary, #wso condemns  act   ",1
22367, boob marathi nude women ,1
23645,@user the latest the blicqerâ¢ daily!  thanks to @user @user @user  #news,1
5852,"but!  i'm also correct whom our enemies are, and whom to ally with; to rid ourselves of , and join together in what we have in common",1
867,@KamRenee ugly nigger,1
5201,"@user ik right some other racist  makes a meme &amp;they swear it's proof, what happened to #fakenews #fakenewsmedia  â¦ ",1
22543,"we were here before such a bridge appeared. your denial of indigenous first people is racism. ergo, you are â¦ ",1
4909,@eileenmdm @ldontgotanyhoes I hate you you fucking cunt bitch how fucking dare you I hope you wake up with mad cott… https://t.co/XXb8oWQuv9,1
111,"""poor whitey"" http://t.co/3UkKeyznz8",1
9147,@dongsass Not all men youre right Doyoung wouldnt treat me like this !!!!,1
12348,are you #black &amp; feel like the  are stomping â¦ you? listen  #retweet #tampa #miamiâ¦ ,1
474,"Your boats shall drown in the Mediterranean Sea and the rest of you, which had not assimilated into our society will leave immediately. #RefugeesNotWelcome #IllegalAliens",1
4620,"@SonofLiberty357 @gatewaypundit marxist globalist democrats bring our enemies to the usa, feed, cloth and shelter them,,then make them citizens so it is easier for the hostile immigrants to attack us....END HOSTILE IMMIGRATION BOTH LEGAL AND ILLEGAL #maga",1
10939,@user this is what #shitler is referring to when he ignorantly shouts #maga &amp; his racist sheep sta bleating  ,1
4360,@maddow How come you didnt cry when @BarackObama put children in cages?! Or when George Bush put them in cages?! Or even when @BillClinton enacted the law?! #BuildThatWall #IllegalImmigration #ICE #LiberalismIsAMentalDisorder #NoDacaAmnesty #SecureOurBord,1
3737,@krassenstein @realDonaldTrump will be a two term President. Too much greatness in the Trump Economy. Next stop #BuildThatWall #MAGA,1
25274,@user please reconsider. to me you stand for the glitter of new york. after jan. 20 for #misogyny  #rape #adultery #incest #hate,1
15573,"#jeffsessions is , #bigoted and #notfit for the job. ",1
1350,"The Syrian refugees and the Lebanese residents of Arsal can't agree on much, but they agree on this: It is time for the Syrians to go home https://t.co/Cex80vrLVi",1
31461,you might be a libtard if... #libtard  #sjw #liberal #politics ,1
13010,2017 a new beginning!! getting rid of this #nationdivider! good riddance pos!!  ,1
21443,(advanced value chain videos at  ) #valuechain ,1
5056,This nigga jerry room smell like bad pussy!&#128530;,1
3160,"South Koreans do not want Muslim refugees, say their Prez should be more like Trump https://t.co/Rg5xQfC0Z2 via @refugeewatcher Smart move,they are invaders not refugees...",1
4703,"@abzdafab Dear cunt, please shut the fuck up.",1
967,@Mimistheone stop trolling me u creepy ass cracker!!!,1
5113,"Typically hateful, anti-Christian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin http://t.co/tW9Nl5Hkmt",1
10016,#allahsoil the cold war was fought over oil.   #teambts #teamsuperjunior â¦ ,1
1532,@gezus__ die in a car accident then faggot,1
855,More Leftists corruption. #CriminalDNC #CorruptDNC #DNCVoterFraud #DishonestLeft #WeAllKnewIt #BuildThatWall #DrainTheSwamp #Deport #Deport #DeportIllegals,1
18395,#TrumpRally #Billings #Montana #MAGA #Trump #AmericaFirst #Trump2020 #GreatAwakening #WitchHunt #WeThePeople #CommonSense #CorruptDOJFBI #VoteRed2018 #VoteRedToSaveAmerica #BuildTheWall #BuildThatWall #DrainTheSwamp#DrainTheDeepStateGREAT RALLY @realDonaldTrump,1
12718,#paladino ... what can i label him as ..that hasn't been said before? ... just #shameful for a #public servant to hâ¦ ,1
28531,@user @user @user is this the kind of tweet you want a company rep sending out?  ,1
1354,@realDonaldTrump @DHSgov  Can you please step in and deport Karrar Al Khammasi... Please send him back to Iraq...He is a repeat #Criminal.. #BackTheBlue 🙏🏼 #ColoradoDoYourJob #LiberalismIsAMentalDisorder   https://t.co/OitoQRAYMN,1
11289,surprise! adam saleh is a  ! (@user ) ,1
24772,#japan abe govt oppress #freedomofspeech than #hatespeech or   #nytimes #guardian #humanrightswatch #iamnotabe #anonymous #rsf #afp,1
23137,this will absolutely piss you off.  #replacyclay #maga   ,1
19458,#cnn calls #michigan middle school 'build the wall' chant '' #tcot  ,1
4108,"@user you may have good intentions in saying ""i don't see color,"" but you're missing the point.  #colâ¦",1
2576,I hate all these industry fags. I hope they all get the Nigerian Summer Flu,1
8871,"@SenKamalaHarris Hysterical Woman, you don't speak for me or other women in my household.",1
18855,@dwmillerus @angiesd789 @SenateMajLdr Yes so obtuse every other country in the fucking world has one. Herp derp. We help fund border walls for other countries then deal with race shaming bullshit from dick lickers like you when we want to protect ourselve,1
1091,"@simplecotton11 RT #WeThePeople need @realDonaldTrump's actions to start backing up his words with real Conservative actions and results. Not the RINO shit coming out of #Congress, RINOs, McConnell, Ryan, Pence, Brady, & the Koch Brothers. #USA #Americans",1
18963,thought factory: left-right polarisation! #trump #uselections2016 #leadership #politics  #brexit #blm &gt;6 ,1
2424,Illegal Aliens Who Murdered Man In North Carolina Captured via @USIACrimeReport#BuildTheWall #KeepAmericansSafe#EndDACA #DeportThemAll #DeathPenalty,1
18683,Austria proposes sending troops abroad to stop migrant movement https://t.co/cnbxbFYdBU,1
19950,a reson why so many muslims might be   ,1
5232,Before I rip you a new asshole vs after https://t.co/F8tNFmarSZ,1
5448,@MidevaChristy youre just a shameless stupid cunt .get a life !!,1
8794,Yes I have a job And I'm pretty damn sure u dont make remotely close to what I make a week working 25 hours than what u make working 80 hours so shut the fuck up. I clearly said on the thread I had time yesterday....whore,1
5090,Told my dad to go buy cookies for the graduation reception...this nigga bought Oreos.,1
27987,@user #feminismiscancer #feminismisterrorism #feminismmuktbharat why  #malevote is ignored  @user,1
4541,RT @natal_mendoz: Whore slut cunt bitch nigga,1
1946, sex free sex hotline numbers,1
22237,"@user relied on #bankruptcy  protection to keep his ego up as a #billionaire . used , #xenopbobiaâ¦ ",1
561,@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?,1
7326,@user #allahsoil vps got multi-million dollar bonuses while average americans lost their homes.  ,1
11698,"i agree, but hard to believe he does, given his strident opposition to ordination of women. #womensordinationâ¦ ",1
5332,"Fuck you, you hoe I don’t want you back",1
4172,"Mexico doesn’t send their best. A lot of them are rapists, scumbags and pedophiles.  #StopTheInvasion #DeportThemAll  #NoAmnesty  #BuildTheWall  https://t.co/ZZAUKgt9mR",1
1600,Attacks on Kurds in a Greek camp raise fears that conflict in Syria has followed refugees abroad https://t.co/v9e9mnZgSH,1
9895,"#buffalo, #newyork : #trump ally carl #paladino slammed for  wish list for #obamas. what a cockwomble  #usa",1
23459,i decided to become a #feminist beginning 1/1/17. if any feminists are reading plz help to find educational materials.   #feminism  ,1
22360,"just got done threatening my coworker to give me money and he says ""black male is illegal"" smh  #really",1
3955,"@realDonaldTrump @SenateMajLdr @SenateGOP @SenateDems @SpeakerRyan #BuildThatWall NOW! #BuildThatWall, pass the budget with money for the WALL. We the people have spoken! Do it now, no pet projects in this budget! #BuildThatWall , #BuildThatWall !",1
